0.000000000000000000e+00,2.999999999999999645e+01,0.000000000000000000e+00
3.355704697986577195e-02,2.984191771072604027e+01,-9.415809381616172757e+00
6.711409395973154390e-02,2.936935858412675415e+01,-1.874234678433098722e+01
1.006711409395973089e-01,2.858660687728091077e+01,-2.788823718928423290e+01
1.342281879194630878e-01,2.750100625782391361e+01,-3.676272743429264978e+01
1.677852348993288667e-01,2.612311048405270597e+01,-4.527640736961112111e+01
2.013422818791946178e-01,2.446668340492579929e+01,-5.334120985793271785e+01
2.348993288590603967e-01,2.254864727841810179e+01,-6.087172790452365945e+01
2.684563758389261756e-01,2.038848663909336523e+01,-6.779236486059930655e+01
3.020134228187919545e-01,1.800853083349335293e+01,-7.401345229024326500e+01
3.355704697986577334e-01,1.543334229898794696e+01,-7.945210390996868455e+01
3.691275167785235123e-01,1.268954373497100185e+01,-8.403776447906753333e+01
4.026845637583892357e-01,9.805818102860314411e+00,-8.771220979961069020e+01
4.362416107382550146e-01,6.812908626097628151e+00,-9.042954671644788789e+01
4.697986577181207934e-01,3.743618790148665276e+00,-9.215621311720771303e+01
5.033557046979866278e-01,6.328123425030736104e-01,-9.287097793229762033e+01
5.369127516778523512e-01,-2.482807422184313051e+00,-9.256513781271164021e+01
5.704697986577180746e-01,-5.571385513530345612e+00,-9.124723517271273465e+01
6.040268456375839090e-01,-8.599194447368692096e+00,-8.893342183976825766e+01
6.375838926174496324e-01,-1.153184012114282631e+01,-8.564919007519685579e+01
6.711409395973154668e-01,-1.433714258601931668e+01,-8.143225767641625623e+01
7.046979865771811902e-01,-1.698513604688773171e+01,-7.633256797694333784e+01
7.382550335570470246e-01,-1.944806886236073140e+01,-7.041228984639406008e+01
7.718120805369127480e-01,-2.170040354477398736e+01,-6.374581769048352697e+01
8.053691275167784713e-01,-2.371881676018622898e+01,-5.641977145102593028e+01
8.389261744966443057e-01,-2.548219932837925583e+01,-4.853299660593454234e+01
8.724832214765100291e-01,-2.697282359181800260e+01,-4.018773261016607989e+01
9.060402684563758635e-01,-2.817886861897217443e+01,-3.145165377977923882e+01
9.395973154362415869e-01,-2.908692453661452504e+01,-2.240853099331628684e+01
9.731543624161074213e-01,-2.968662239065193376e+01,-1.314646458700007692e+01
1.006711409395973256e+00,-2.997123109246709660e+01,-3.754623634193010595e+00
1.040268456375838868e+00,-2.993765741891857957e+01,5.676754054603036614e+00
1.073825503355704702e+00,-2.958644601234075111e+01,1.505636193174689552e+01
1.107382550335570537e+00,-2.892177938054385322e+01,2.429182471245781372e+01
1.140939597315436149e+00,-2.795147789681394457e+01,3.328969837481551508e+01
1.174496644295301984e+00,-2.668690711541694327e+01,4.195631814949854288e+01
1.208053691275167818e+00,-2.514002647735695462e+01,5.021452167286859236e+01
1.241610738255033652e+00,-2.332506891586371012e+01,5.797316644681831121e+01
1.275167785234899265e+00,-2.125971192876683347e+01,6.513946474770759210e+01
1.308724832214765099e+00,-1.896442761623208995e+01,7.162890618221727834e+01
1.342281879194630934e+00,-1.646248268076145749e+01,7.736525768734887265e+01
1.375838926174496546e+00,-1.377993842719308759e+01,8.228056353042472892e+01
1.409395973154362380e+00,-1.094565076270126802e+01,8.631514530908806648e+01
1.442953020134228215e+00,-7.991270196796504521e+00,8.941760195130285638e+01
1.476510067114094049e+00,-4.951003863520044845e+00,9.154535251164222132e+01
1.510067114093959662e+00,-1.855948193146161218e+00,9.267633925050341759e+01
1.543624161073825496e+00,1.259743757157560928e+00,9.279221345353649042e+01
1.577181208053691330e+00,4.360751224708003804e+00,9.188414877302101047e+01
1.610738255033556943e+00,7.412960914042696636e+00,8.995861618966236506e+01
1.644295302013422777e+00,1.038346699691988206e+01,8.703738401259165869e+01
1.677852348993288611e+00,1.324057111231837780e+01,8.315751787936581252e+01
1.711409395973154446e+00,1.595378236643767167e+01,7.837138075596753595e+01
1.744966442953020058e+00,1.849381733269789052e+01,7.274663293680539766e+01
1.778523489932885893e+00,2.083260005173985263e+01,6.636623204471355564e+01
1.812080536912751727e+00,2.294421740283098998e+01,5.932391730490764559e+01
1.845637583892617561e+00,2.481078820270874985e+01,5.168629734096409578e+01
1.879194630872483174e+00,2.641271215638070302e+01,4.353083926657694747e+01
1.912751677852349008e+00,2.773261513528824551e+01,3.494208068052867588e+01
1.946308724832214843e+00,2.875666615057761888e+01,2.600678694197252483e+01
1.979865771812080455e+00,2.947457735309998128e+01,1.681395117043241072e+01
2.013422818791946511e+00,2.987960403341139326e+01,7.454794245802649044e+00
2.046979865771811902e+00,2.996854462177280354e+01,-1.977235191651382840e+00
2.080536912751677736e+00,2.974174068815007033e+01,-1.138646074129417052e+01
2.114093959731543571e+00,2.920304078290995520e+01,-2.067757149061463195e+01
2.147651006711409405e+00,2.835813150676017358e+01,-2.977467479323431476e+01
2.181208053691275239e+00,2.721374680482038855e+01,-3.858424008683331152e+01
2.214765100671141074e+00,2.577977509798079936e+01,-4.701113327831838973e+01
2.248322147651006908e+00,2.406943062043162485e+01,-5.496487050849255951e+01
2.281879194630872298e+00,2.209925341966312828e+01,-6.235961815205489245e+01
2.315436241610738133e+00,1.988910935646553568e+01,-6.911419281760103672e+01
2.348993288590603967e+00,1.746219010492917079e+01,-7.515206134762240708e+01
2.382550335570469802e+00,1.484501315244435737e+01,-8.040134081850689540e+01
2.416107382550335636e+00,1.206742179970145123e+01,-8.479479854053843724e+01
2.449664429530201470e+00,9.160289727464730802e+00,-8.827638859930992510e+01
2.483221476510067305e+00,6.152102709544783110e+00,-9.080721724317065480e+01
2.516778523489932695e+00,3.076766505102791260e+00,-9.234415531414073541e+01
2.550335570469798530e+00,-3.174576337524765562e-02,-9.285936529787407778e+01
2.583892617449664364e+00,-3.139742939802474986e+00,-9.234141175274376678e+01
2.617449664429530198e+00,-6.213815834491356327e+00,-9.079526130984210397e+01
2.651006711409396033e+00,-9.220837224153596523e+00,-8.824228267298072126e+01
2.684563758389261867e+00,-1.212796185190019038e+01,-8.472024661869043882e+01
2.718120805369127702e+00,-1.490262642724137976e+01,-8.028332599622135035e+01
2.751677852348993092e+00,-1.751254962608664201e+01,-7.500209572754283727e+01
2.785234899328858926e+00,-1.993117600539286016e+01,-6.894523502955618710e+01
2.818791946308724761e+00,-2.213553383349293213e+01,-6.217513995314706676e+01
2.852348993288590595e+00,-2.410139954816162700e+01,-5.476836143104663535e+01
2.885906040268456429e+00,-2.580792904509634766e+01,-4.680534379408336321e+01
2.919463087248322264e+00,-2.723765770110543372e+01,-3.837042470612799860e+01
2.953020134228188098e+00,-2.837650037410815074e+01,-2.955183516409361033e+01
2.986577181208053489e+00,-2.921375140313467611e+01,-2.044169949793563745e+01
3.020134228187919323e+00,-2.974208460832614875e+01,-1.113603537065154114e+01
3.053691275167785157e+00,-2.995758376004752677e+01,-1.734326581394078470e+00
3.087248322147650992e+00,-2.986012908990577230e+01,7.682099200572655384e+00
3.120805369127516826e+00,-2.944950916907260563e+01,1.702773431978538099e+01
3.154362416107382661e+00,-2.872777767487232126e+01,2.620878877427249876e+01
3.187919463087248495e+00,-2.770056956929660075e+01,3.513346558374953332e+01
3.221476510067113885e+00,-2.637710109900458022e+01,4.371196078961902742e+01
3.255033557046979720e+00,-2.477016979532275442e+01,5.185646345497096377e+01
3.288590604026845554e+00,-2.289615447424506200e+01,5.948115566458218240e+01
3.322147651006711389e+00,-2.077501523643286419e+01,6.650221252491667201e+01
3.355704697986577223e+00,-1.843029346721490569e+01,7.283780216412564812e+01
3.389261744966443057e+00,-1.588886240262995919e+01,7.840905773627113717e+01
3.422818791946308892e+00,-1.317528747834978375e+01,8.315795803682797782e+01
3.456375838926174726e+00,-1.031796481074354688e+01,8.701856055839374449e+01
3.489932885906040116e+00,-7.348092252555851189e+00,8.993116862143685353e+01
3.523489932885905951e+00,-4.297580550458293125e+00,9.185206768169305747e+01
3.557046979865771785e+00,-1.199053345049711172e+00,9.275352533016517498e+01
3.590604026845637620e+00,1.914152829143978884e+00,9.262379129312320458e+01
3.624161073825503454e+00,5.007988543669744885e+00,9.146709743210439569e+01
3.657718120805369288e+00,8.047691476147425860e+00,8.930365774391316336e+01
3.691275167785235123e+00,1.099778641026976267e+01,8.616966836062107404e+01
3.724832214765100513e+00,1.382481328222174000e+01,8.211317914754532410e+01
3.758389261744966348e+00,1.650211683965548204e+01,7.718156381232445540e+01
3.791946308724832182e+00,1.899986730422717685e+01,7.143430324457338543e+01
3.825503355704698016e+00,2.129088334594528575e+01,6.493814677098356469e+01
3.859060402684563851e+00,2.335106767668107963e+01,5.776658671120937072e+01
3.892617449664429685e+00,2.515940705016865309e+01,4.999985837786803700e+01
3.926174496644295520e+00,2.669797226200491380e+01,4.172494007653968140e+01
3.959731543624160910e+00,2.795191814964957899e+01,3.303555310576744120e+01
3.993288590604026744e+00,2.890948359242522869e+01,2.403216175705700053e+01
4.026845637583893023e+00,2.956287041995431508e+01,1.481131368526581937e+01
4.060402684563758413e+00,2.990692037195136521e+01,5.447473701617038699e+00
4.093959731543623803e+00,2.993617467866545567e+01,-3.969564473026901741e+00
4.127516778523490082e+00,2.964869648276641811e+01,-1.334925451942950581e+01
4.161073825503355472e+00,2.904621494181929720e+01,-2.260131190051908590e+01
4.194630872483221751e+00,2.813412522828430440e+01,-3.163571386139050645e+01
4.228187919463087141e+00,2.692148852951692817e+01,-4.036269942930323396e+01
4.261744966442953420e+00,2.542103204776773850e+01,-4.869276941368321587e+01
4.295302013422818810e+00,2.364914900018266408e+01,-5.653668640612110607e+01
4.328859060402684200e+00,2.162589861880269382e+01,-6.380547478037373565e+01
4.362416107382550479e+00,1.937187181439961492e+01,-7.042403974603828942e+01
4.395973154362415869e+00,1.690847951646527392e+01,-7.631679424663325051e+01
4.429530201342282147e+00,1.426169966257719679e+01,-8.140076295529058825e+01
4.463087248322147538e+00,1.145922609128375846e+01,-8.560662716143154682e+01
4.496644295302013816e+00,8.530464166241417345e+00,-8.887874946015998034e+01
4.530201342281879207e+00,5.506530776215313061e+00,-9.117517375226134391e+01
4.563758389261744597e+00,2.420254335078733110e+00,-9.246762524420347518e+01
4.597315436241610875e+00,-6.938252181866830792e-01,-9.274151044813613964e+01
4.630872483221476266e+00,-3.799456419490663706e+00,-9.199591718189113010e+01
4.664429530201342544e+00,-6.860943792356223092e+00,-9.024407671553183263e+01
4.697986577181207934e+00,-9.848297532547736211e+00,-8.751123697447076211e+01
4.731543624161074213e+00,-1.272753661785804269e+01,-8.382991879714531080e+01
4.765100671140939603e+00,-1.546662669230136622e+01,-7.924306156767933373e+01
4.798657718120804994e+00,-1.803606856864040964e+01,-7.380424296699384001e+01
4.832214765100671272e+00,-2.040889822838613910e+01,-6.757767897280722025e+01
4.865771812080536662e+00,-2.256068682179758156e+01,-6.063822385963580786e+01
4.899328859060402941e+00,-2.446954066788226001e+01,-5.307137019879266404e+01
4.932885906040268331e+00,-2.611610125439574404e+01,-4.497324885838909125e+01
4.966442953020134610e+00,-2.748356527926419446e+01,-3.644998120717381340e+01
5.000000000000000000e+00,-2.855879825133168382e+01,-2.758182789606277652e+01
